release_pos_x,release_pos_z,release_speed,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_number,spin_axis,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Knuckle Curve,pitch_name_Sinker,pitch_name_Slider,pitch_name_Split-Finger,balls_0,balls_1,balls_2,balls_3,strikes_0,strikes_1,strikes_2,outs_when_up_0,outs_when_up_1,outs_when_up_2,zone_1,zone_2,zone_3,zone_4,zone_6,zone_7,zone_8,zone_9,zone_11,zone_12,zone_13,zone_14,p_throws_L,p_throws_R,stand_L,stand_R
-2.22,5.62,92.6,-0.68,1.27,-0.56,3.06,5.764478600696896,-134.7728355672172,-3.526449818412908,-9.563708122408912,29.196815656651893,-16.112325920376353,93.0,2247,6.5,53.96,1,209,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-2.27,5.99,82.0,0.62,0.58,-0.21,3.45,3.451953923098635,-119.44530687930543,-0.3219819842110117,5.336169490246795,22.580516251600883,-26.8000309589303,82.0,2314,6.2,54.3,1,85,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-2.32,5.79,87.3,0.52,0.57,-1.09,1.99,1.8715007529938543,-127.12750948719096,-4.1843699321216565,5.303861571867209,25.956703115645084,-25.34298261261788,87.1,2579,6.1,54.36,5,155,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.86,5.95,92.7,-0.31,1.52,-0.89,1.43,3.1463686046295263,-134.74937816715325,-9.08661521517005,-4.4142735122873695,29.07004226919391,-11.86741398300624,92.8,2433,6.4,54.1,4,196,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.75,6.14,90.4,0.0,1.47,0.95,1.74,6.705553360053199,-131.28987002216638,-8.084165622001121,-1.5650725886837933,29.761828662326668,-13.656452031362964,90.0,2266,6.3,54.22,1,199,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-1.87,5.62,73.4,1.19,-0.88,-0.96,1.49,-0.2466230918742634,-106.76628722836088,0.6015710892555093,9.09856268177457,20.66105963610696,-39.22512859043233,73.7,2297,6.8,53.7,1,52,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.84,5.23,91.8,-1.3,0.68,0.66,1.54,9.253187670549323,-133.24591879078528,-4.937204979071495,-17.54973645162522,29.550398263525807,-23.197241785196905,92.6,2036,7.0,53.55,8,232,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.81,5.2,90.1,-1.37,0.65,1.06,2.2,10.126310907087566,-130.74185602104342,-2.7970201549897067,-17.96920479149003,29.57525906390644,-24.38072501117563,90.5,2072,6.9,53.62,4,232,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.61,5.26,76.8,1.71,-0.35,0.78,1.76,1.9693262936280973,-111.80493028928323,0.3146396097998498,13.807214803047492,22.716435826476022,-35.35909877309548,77.4,2961,7.0,53.5,1,58,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1.89,6.45,83.4,0.0,0.33,-0.48,1.54,-5.435800286740927,-121.33589793569392,-5.526346869553199,1.0527767159341668,22.41174910910854,-28.04808830628571,83.5,2171,6.2,54.27,1,220,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
-1.64,6.92,95.4,-0.86,1.45,0.94,2.28,8.643813785657523,-138.40655728638063,-9.745611949292664,-12.974540836714986,29.67315177001828,-11.447737065502718,94.8,2252,6.0,54.51,1,212,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-1.54,5.31,75.0,1.34,-1.04,-1.03,2.26,-1.321034563102918,-109.09633499707526,2.804858163777082,10.835344416202696,21.353363482083648,-41.186883621874834,75.2,3159,6.7,53.79,1,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1.28,6.64,92.8,0.7,1.5,-0.91,2.04,-7.096349821770673,-134.77043350238762,-9.20378233359348,10.024640293818257,28.21832391570153,-12.115188290798764,92.6,2081,6.2,54.27,2,145,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1.53,6.67,92.4,0.65,1.47,0.07,3.44,-5.123783301502055,-134.39604493550905,-5.600079869896365,8.976644601587909,28.98445815589756,-13.36746576216617,92.2,2066,6.2,54.32,1,142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.77,6.92,77.7,0.65,-0.99,-0.01,3.22,2.558283959420148,-113.1691469275656,0.7220845814521153,5.224973239380275,18.856488249462213,-41.0910977560237,77.4,2740,5.9,54.64,3,45,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-1.53,5.3,91.3,-0.22,1.27,-0.7,2.81,2.615855713523888,-133.0609123659861,-3.2475341050611286,-3.15611377611277,26.46150224424485,-16.510760195359136,93.1,2504,7.1,53.4,3,207,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
