player_id,team_name
663574,Cincinnati Reds
621011,Cincinnati Reds
669222,Cincinnati Reds
608371,Cincinnati Reds
456781,Cincinnati Reds
676660,Cincinnati Reds
663886,Cincinnati Reds
519326,Cincinnati Reds
458015,Cincinnati Reds
605521,Cincinnati Reds
458677,Cincinnati Reds
624413,New York Mets
605135,New York Mets
663905,New York Mets
592192,New York Mets
471911,New York Mets
621242,New York Mets
500871,New York Mets
571710,New York Mets
641645,New York Mets
488984,New York Mets
542255,New York Mets
666137,New York Mets
596019,New York Mets
661255,New York Mets
607625,New York Mets
516782,New York Mets
543507,New York Mets
664850,New York Mets
543510,New York Mets
643446,New York Mets
658431,New York Mets
656731,New York Mets
571980,New York Mets
621512,New York Mets
607043,New York Mets
668665,New York Mets
493603,New York Mets
656849,New York Mets
663911,New York Mets
656887,New York Mets
570257,New York Mets
573131,New York Mets
453286,New York Mets
592741,New York Mets
622098,New York Mets
642086,New York Mets
663378,New York Mets
596129,New York Mets
592836,New York Mets
592866,New York Mets
594798,New York Mets
621237,Philadelphia Phillies
571446,Philadelphia Phillies
571479,Philadelphia Phillies
664761,Philadelphia Phillies
641401,Philadelphia Phillies
622666,Philadelphia Phillies
592206,Philadelphia Phillies
622554,Philadelphia Phillies
663975,Philadelphia Phillies
621107,Philadelphia Phillies
663559,Philadelphia Phillies
544727,Philadelphia Phillies
502043,Philadelphia Phillies
544369,Philadelphia Phillies
669742,Philadelphia Phillies
543272,Philadelphia Phillies
547180,Philadelphia Phillies
546318,Philadelphia Phillies
656555,Philadelphia Phillies
676103,Philadelphia Phillies
547184,Philadelphia Phillies
664068,Philadelphia Phillies
608349,Philadelphia Phillies
665155,Philadelphia Phillies
672839,Philadelphia Phillies
622168,Philadelphia Phillies
665922,Philadelphia Phillies
656793,Philadelphia Phillies
605400,Philadelphia Phillies
656803,Philadelphia Phillies
592663,Philadelphia Phillies
502085,Philadelphia Phillies
668941,Philadelphia Phillies
657745,Philadelphia Phillies
650911,Philadelphia Phillies
656941,Philadelphia Phillies
516416,Philadelphia Phillies
624641,Philadelphia Phillies
681082,Philadelphia Phillies
596117,Philadelphia Phillies
624133,Philadelphia Phillies
663837,Philadelphia Phillies
554430,Philadelphia Phillies
501625,San Francisco Giants
663698,San Francisco Giants
474832,San Francisco Giants
605154,San Francisco Giants
592200,San Francisco Giants
502171,San Francisco Giants
543063,San Francisco Giants
605204,San Francisco Giants
543101,San Francisco Giants
666808,San Francisco Giants
642731,San Francisco Giants
527038,San Francisco Giants
606424,San Francisco Giants
670768,San Francisco Giants
663546,San Francisco Giants
669369,San Francisco Giants
596001,San Francisco Giants
607249,San Francisco Giants
600303,San Francisco Giants
608678,San Francisco Giants
641793,San Francisco Giants
661440,San Francisco Giants
669674,San Francisco Giants
446334,San Francisco Giants
553988,San Francisco Giants
628708,San Francisco Giants
606213,San Francisco Giants
592626,San Francisco Giants
671218,San Francisco Giants
607074,San Francisco Giants
643511,San Francisco Giants
666619,San Francisco Giants
596103,San Francisco Giants
664789,San Francisco Giants
681584,San Francisco Giants
613564,San Francisco Giants
664774,San Francisco Giants
622268,San Francisco Giants
657277,San Francisco Giants
622072,San Francisco Giants
642851,San Francisco Giants
573262,San Francisco Giants
622065,San Francisco Giants
641312,Toronto Blue Jays
607455,Toronto Blue Jays
676886,Toronto Blue Jays
621244,Toronto Blue Jays
666182,Toronto Blue Jays
624415,Toronto Blue Jays
681962,Toronto Blue Jays
666721,Toronto Blue Jays
656305,Toronto Blue Jays
643256,Toronto Blue Jays
641470,Toronto Blue Jays
669289,Toronto Blue Jays
670102,Toronto Blue Jays
657424,Toronto Blue Jays
554340,Toronto Blue Jays
592332,Toronto Blue Jays
665489,Toronto Blue Jays
666971,Toronto Blue Jays
641672,Toronto Blue Jays
606192,Toronto Blue Jays
643376,Toronto Blue Jays
641741,Toronto Blue Jays
641743,Toronto Blue Jays
579328,Toronto Blue Jays
672386,Toronto Blue Jays
596271,Toronto Blue Jays
672640,Toronto Blue Jays
666201,Toronto Blue Jays
641835,Toronto Blue Jays
657240,Toronto Blue Jays
672515,Toronto Blue Jays
676840,Toronto Blue Jays
