release_pos_x,release_pos_z,release_speed,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_number,spin_axis,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Knuckle Curve,pitch_name_Sinker,pitch_name_Slider,pitch_name_Split-Finger,balls_0,balls_1,balls_2,balls_3,strikes_0,strikes_1,strikes_2,outs_when_up_0,outs_when_up_1,outs_when_up_2,zone_1,zone_2,zone_3,zone_4,zone_6,zone_7,zone_8,zone_9,zone_11,zone_12,zone_13,zone_14,p_throws_L,p_throws_R,stand_L,stand_R
-2.97,5.92,89.7,0.49,0.39,0.85,1.85,8.415108717245417,-130.4836796830378,-4.980424465251792,4.161330428536077,23.630162429853076,-26.918675450484518,90.3,2480,6.4,54.14,1,158,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3.19,5.27,81.3,-0.71,0.14,0.21,2.97,-5.326581096292424,-118.39537546287858,1.156072869623529,-5.68683909933184,22.011314598406667,-31.250579651387344,81.6,2216,6.4,54.09,1,339,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-3.04,5.8,93.9,-0.19,1.42,-0.73,1.52,6.439681604029313,-136.486236158438,-8.551360680084604,-3.742552739428068,30.001573179732453,-12.684051022046583,94.5,2309,6.7,53.83,8,207,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-2.72,5.92,88.9,0.71,0.5,1.1,1.18,7.913902999344972,-129.24245155628108,-6.637280611505298,6.340337121668837,26.92828247741164,-25.359085954614567,89.3,2387,6.6,53.89,4,156,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-2.89,6.01,88.5,0.51,0.66,0.56,2.02,7.352858936555471,-128.65776019563918,-5.053244893442141,4.157097463504446,26.21810444806742,-23.95535580939204,88.6,2364,6.4,54.14,1,167,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-2.96,6.01,89.9,0.37,0.53,0.74,1.56,8.387575329704884,-130.57743094923197,-6.160709361534442,2.4604767474484763,26.972409091895933,-25.021821880093874,89.9,2437,6.4,54.14,2,175,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.6,5.56,81.3,-0.52,-0.1,-1.09,2.19,-2.770117307002581,-118.46917202659898,-0.8333627210965782,-4.416090661341165,20.777535429239425,-33.1711719479266,81.2,2623,5.9,54.56,2,273,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
-2.92,6.04,81.8,0.66,-1.07,0.71,1.45,6.904148384950877,-118.9958605974074,-1.7118996747005024,4.926651057238483,22.767864696696787,-42.26878141770898,81.8,2648,6.3,54.19,2,32,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.67,5.7,89.6,0.56,1.33,0.57,3.3,-1.4149595054595931,-130.64774867460957,-2.8372210960910644,6.694804894284463,23.30150856377131,-16.392555243365194,89.9,2025,6.0,54.46,1,158,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
-2.93,5.99,88.9,0.45,0.46,0.47,3.49,7.398307527579301,-129.4001095122521,-1.1235260872930493,3.805184990904546,23.164728391439205,-26.905258706710597,89.7,2302,6.5,54.05,4,177,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
